sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
上证综指,4.09,-71.98,-71.12,243.93,9.68,11,9,24.21,0.29,1331,1.55,-2.40,64.49,0.17,53.02
上证综指-择时,15.44,-28.43,-19.08,147.49,18.71,10,12,19.83,0.82,973,1.27,12.15,53.72,0.78,53.28
上证A股,4.03,-71.96,-71.10,243.73,9.61,11,9,24.21,0.28,1331,1.55,-2.40,64.37,0.17,52.98
上证A股-择时,15.12,-27.44,-18.06,144.32,18.55,10,12,19.51,0.82,973,1.25,11.93,52.11,0.78,52.87
上证B股,9.37,-78.58,-77.21,429.65,21.39,15,9,30.40,0.45,1822,1.95,-3.49,112.81,0.31,52.48
上证B股-择时,27.41,-30.45,-29.48,218.87,33.91,15,10,25.49,1.08,929,1.63,19.50,99.81,1.08,53.63
上证工业,4.70,-75.86,-74.09,301.59,11.25,14,8,24.95,0.31,1333,1.60,-1.81,64.86,0.19,52.87
上证工业-择时,17.01,-26.59,-23.55,150.31,20.81,14,12,20.51,0.87,464,1.31,11.31,65.39,0.83,53.23
上证商业,4.75,-74.81,-63.08,229.46,11.82,17,10,28.08,0.31,1740,1.80,-5.68,89.25,0.17,53.01
上证商业-择时,23.77,-43.53,-36.43,185.03,27.47,17,9,24.32,1.00,892,1.56,21.18,72.06,0.98,54.34
上证地产,6.04,-77.31,-75.06,453.82,19.46,12,10,33.14,0.34,1859,2.12,-2.08,95.63,0.18,50.31
上证地产-择时,5.68,-53.96,-42.40,96.11,8.21,12,10,24.40,0.35,1009,1.56,6.20,40.30,0.23,50.51
上证公用,3.59,-72.78,-65.72,296.49,11.32,11,10,26.37,0.27,1314,1.69,-4.81,67.49,0.14,51.72
上证公用-择时,11.74,-35.90,-26.07,122.13,14.26,9,11,20.28,0.65,930,1.30,9.75,45.55,0.58,52.25
上证综合,3.24,-68.69,-68.69,192.99,8.21,11,10,25.53,0.25,1525,1.63,-3.47,65.54,0.13,49.92
上证综合-择时,8.27,-30.97,-24.34,105.44,10.11,11,10,19.22,0.51,973,1.23,6.39,31.30,0.43,50.99
上证380,2.10,-63.80,-51.28,207.41,6.88,10,8,25.82,0.21,874,1.65,0.79,40.60,0.08,53.81
上证380-择时,5.78,-26.62,-21.90,91.94,7.29,12,8,15.29,0.44,740,0.98,1.97,29.49,0.38,51.66
上证180,5.66,-72.28,-70.98,309.33,13.12,13,10,25.52,0.34,1522,1.63,-1.41,70.08,0.22,51.61
上证180-择时,11.64,-29.58,-19.19,96.37,14.51,13,10,18.52,0.69,546,1.19,8.46,47.83,0.63,51.98
上证基金,10.12,-58.72,-52.93,294.53,17.33,13,10,20.76,0.57,1694,1.33,3.24,68.93,0.49,50.20
上证基金-择时,9.72,-30.14,-23.31,152.86,12.61,13,12,17.35,0.62,707,1.11,5.31,34.02,0.56,52.74
上证国债,3.48,-10.42,-9.80,14.79,3.62,34,8,1.41,2.44,420,0.09,3.48,6.99,2.47,68.41
上证国债-择时,2.29,-1.64,-0.74,10.35,2.31,30,9,0.90,2.51,342,0.06,1.76,6.10,2.53,65.28
上证企债,5.13,-12.32,-9.65,26.01,5.70,202,13,1.91,2.63,611,0.12,5.61,13.09,2.69,72.50
上证企债-择时,3.88,-1.54,-0.68,12.36,3.92,202,10,1.27,3.01,159,0.08,3.34,8.42,3.06,73.24
上证红利,6.23,-74.34,-72.28,338.66,18.40,12,11,27.17,0.36,290,1.74,0.37,89.16,0.23,52.28
上证红利-择时,15.97,-26.35,-19.31,114.50,20.20,12,8,20.04,0.84,355,1.28,14.02,53.83,0.80,51.73
上证50,7.28,-72.41,-71.54,316.73,17.58,19,9,26.57,0.40,622,1.70,1.68,80.69,0.27,50.83
上证50-择时,8.83,-39.93,-23.72,82.79,11.03,11,10,18.88,0.54,339,1.21,8.13,33.19,0.47,50.32
上证中型企业,4.15,-71.02,-64.08,206.67,8.84,17,10,29.76,0.29,962,1.91,4.12,54.04,0.14,56.00
上证中型企业-择时,14.17,-27.99,-24.78,98.32,16.51,17,9,21.34,0.73,891,1.37,12.51,43.87,0.66,54.05
上证流通,2.92,-53.06,-45.89,172.08,6.54,9,8,22.61,0.24,883,1.45,2.24,39.06,0.13,52.57
上证流通-择时,6.14,-18.14,-10.69,63.57,8.36,9,9,13.59,0.51,817,0.87,4.61,31.84,0.45,49.75
上证100,11.96,-73.32,-68.00,246.92,22.71,17,11,28.76,0.54,1708,1.84,5.32,108.51,0.42,54.88
上证100-择时,17.85,-46.92,-34.39,138.73,21.86,17,14,23.32,0.82,436,1.49,13.54,70.57,0.77,53.98
上证150,9.57,-72.22,-63.14,326.39,23.05,17,10,30.94,0.45,983,1.98,4.32,114.15,0.31,56.77
上证150-择时,29.36,-39.44,-17.67,207.99,37.09,17,9,25.44,1.14,633,1.63,21.90,94.04,1.15,56.08
沪深300,7.10,-72.30,-70.85,314.32,16.75,12,10,25.91,0.39,1034,1.66,0.41,82.39,0.27,52.55
沪深300-择时,12.02,-32.80,-20.93,134.15,16.64,12,12,19.64,0.68,578,1.26,4.50,61.78,0.61,51.83
中证1000,12.70,-72.51,-65.18,288.29,26.38,17,10,31.47,0.54,929,2.01,11.10,115.91,0.40,56.50
中证1000-择时,20.15,-38.86,-34.88,162.55,26.70,17,9,26.96,0.82,792,1.73,18.76,80.58,0.75,54.68
中证流通,12.15,-71.48,-69.13,278.36,20.96,17,10,27.76,0.55,1752,1.78,3.43,102.42,0.44,55.02
中证流通-择时,17.28,-26.07,-24.63,114.80,21.71,17,12,21.44,0.85,795,1.37,16.55,67.04,0.81,54.25
中证100,9.36,-71.72,-70.94,324.66,18.17,13,10,25.81,0.48,513,1.65,1.57,79.25,0.36,51.85
中证100-择时,11.77,-27.85,-25.33,115.43,15.45,11,10,18.78,0.69,470,1.20,8.26,49.12,0.63,51.29
中证200,10.94,-73.77,-70.47,304.97,24.23,17,10,29.33,0.50,1763,1.88,4.82,110.64,0.37,54.45
中证200-择时,17.76,-35.56,-28.79,140.07,23.18,17,11,23.79,0.81,437,1.52,17.89,69.02,0.75,53.36
中证500,12.27,-72.42,-65.56,251.29,25.25,17,10,30.59,0.53,1679,1.96,6.81,114.74,0.40,56.01
中证500-择时,14.25,-38.00,-31.09,139.62,19.93,17,11,23.41,0.69,761,1.50,12.66,62.79,0.61,53.46
中证800,10.75,-71.76,-69.85,292.94,22.55,11,10,27.10,0.51,1847,1.73,5.97,98.79,0.40,53.81
中证800-择时,17.74,-29.93,-24.61,139.56,23.93,10,9,21.15,0.88,792,1.35,13.64,74.55,0.84,53.34
中证700,11.59,-73.16,-68.27,273.41,24.66,17,10,29.73,0.52,1740,1.90,5.37,111.05,0.39,55.25
中证700-择时,14.10,-39.78,-30.68,104.09,18.59,17,12,22.34,0.70,437,1.43,15.75,51.16,0.63,53.25
中证红利,10.04,-72.13,-68.73,359.18,22.82,12,10,27.29,0.49,1850,1.75,4.53,98.46,0.37,53.43
中证红利-择时,18.99,-29.95,-24.34,144.84,24.67,12,10,20.32,0.96,1111,1.30,11.87,76.05,0.93,51.98
深证成指,6.65,-70.98,-70.31,349.16,14.80,13,10,27.45,0.37,1350,1.76,-0.88,75.82,0.24,51.65
深证成指-择时,7.83,-49.91,-37.86,116.08,11.91,13,11,21.23,0.46,1358,1.36,5.80,53.70,0.37,52.10
深证深成指R,7.01,-70.68,-70.01,353.65,15.23,13,10,27.46,0.38,1851,1.76,-0.83,76.94,0.26,51.60
深证深成指R-择时,7.37,-49.05,-38.89,122.68,11.57,13,11,21.41,0.44,1357,1.37,4.66,56.74,0.34,51.62
深证100R,12.63,-71.28,-69.90,331.76,22.70,14,10,27.70,0.57,1847,1.77,5.14,98.19,0.46,52.94
深证100R-择时,12.13,-41.26,-34.13,112.71,16.10,14,12,22.43,0.62,836,1.44,9.25,59.91,0.54,52.61
深证中小板指,14.68,-67.37,-61.09,187.97,20.84,17,10,29.48,0.61,1057,1.89,9.32,92.57,0.50,54.73
深证中小板指-择时,10.27,-33.72,-29.94,123.37,14.76,17,12,21.78,0.56,743,1.39,7.66,48.33,0.47,52.96
创业板指,10.16,-69.74,-47.31,197.24,14.93,9,9,30.95,0.47,651,1.98,-1.39,76.96,0.33,51.70
创业板指-择时,7.88,-37.63,-26.97,115.04,11.26,8,13,19.39,0.49,881,1.24,4.57,43.37,0.41,50.55
深证300,4.03,-59.03,-45.74,162.86,6.51,11,9,25.31,0.28,1053,1.62,2.95,40.43,0.16,52.41
深证300-择时,4.20,-24.43,-14.79,44.06,5.53,11,11,13.66,0.37,837,0.87,4.06,22.92,0.31,50.69
中小300,4.78,-64.46,-44.91,171.64,6.65,11,8,26.41,0.31,1041,1.69,2.48,41.50,0.18,53.39
中小300-择时,4.97,-29.97,-23.13,91.91,7.85,9,9,16.31,0.38,500,1.04,1.76,32.67,0.30,52.58
深证200,10.57,-74.01,-67.77,240.85,22.82,17,10,30.70,0.48,1723,1.97,7.93,104.32,0.34,55.40
深证200-择时,18.48,-37.80,-24.91,218.07,26.35,17,9,24.68,0.81,426,1.58,11.47,87.07,0.75,53.63
深证700,13.16,-68.97,-63.32,273.15,26.27,17,10,30.45,0.56,916,1.95,12.55,111.00,0.43,55.98
深证700-择时,18.42,-40.01,-33.20,163.43,26.78,17,9,23.50,0.84,332,1.50,13.43,88.53,0.78,53.80
深证1000,12.33,-71.92,-68.75,279.17,24.48,17,10,28.97,0.55,1738,1.85,6.98,106.58,0.43,54.86
深证1000-择时,12.94,-37.19,-29.26,113.59,18.57,17,11,22.68,0.65,554,1.45,9.53,64.23,0.57,53.67
深证创业300,18.28,-70.20,-45.70,222.28,19.48,9,8,31.35,0.69,137,2.01,7.87,76.14,0.58,52.40
深证创业300-择时,10.17,-42.74,-26.83,170.12,18.92,9,12,21.01,0.57,429,1.34,0.90,90.79,0.48,50.39
深市精选,10.62,-58.52,-43.44,156.75,7.46,10,9,26.02,0.52,22,1.67,3.20,40.65,0.41,53.84
深市精选-择时,3.44,-27.31,-18.84,50.25,5.31,10,9,14.12,0.31,68,0.90,2.30,27.34,0.24,49.68
深证中小创新,-2.52,-69.41,-44.30,54.62,-4.66,9,8,30.10,0.07,7,1.93,-7.52,25.19,-0.08,53.33
深证中小创新-择时,3.72,-23.08,-18.93,40.17,3.81,8,10,16.66,0.30,752,1.07,0.90,25.13,0.22,50.40
深证A指,8.27,-71.06,-67.62,261.56,15.27,17,10,27.16,0.43,1723,1.74,-0.14,81.32,0.30,54.26
深证A指-择时,17.05,-40.13,-31.87,138.35,22.37,17,11,22.36,0.82,715,1.43,14.15,72.92,0.76,54.05
深证B指,12.21,-72.36,-72.27,384.21,21.43,12,10,27.46,0.56,1356,1.76,3.89,98.95,0.44,53.32
深证B指-择时,18.40,-41.93,-38.25,141.73,23.14,11,10,20.37,0.93,513,1.30,18.06,62.43,0.90,51.75
深信用债,5.21,-1.48,1.59,10.41,5.48,85,7,0.75,6.79,144,0.05,5.30,9.20,6.96,76.91
深信用债-择时,2.27,-0.45,1.03,4.71,2.35,85,7,0.42,5.38,56,0.03,2.20,3.74,5.43,74.34
深公司债,5.24,-1.63,1.52,10.49,5.53,40,10,0.76,6.74,144,0.05,5.50,9.28,6.91,76.08
深公司债-择时,2.50,-0.63,1.02,6.01,2.65,29,8,0.46,5.35,56,0.03,2.23,4.81,5.41,73.51
深证ETF,8.19,-45.47,-40.15,143.84,11.57,11,9,24.01,0.45,1235,1.54,6.33,44.03,0.34,51.27
深证ETF-择时,1.17,-29.93,-17.24,56.08,3.11,9,10,14.89,0.15,891,0.95,0.95,18.86,0.08,49.47
深证转债,11.09,-55.06,-46.25,67.98,5.71,8,17,23.39,0.57,32,1.50,-1.55,30.96,0.47,51.69
深证转债-择时,5.23,-23.54,-21.54,23.12,4.87,17,9,14.77,0.42,945,0.95,3.63,16.65,0.35,50.50
深证红利,15.18,-70.31,-69.13,388.15,26.18,12,11,27.88,0.65,2386,1.79,7.42,93.49,0.54,52.51
深证红利-择时,11.90,-30.98,-30.18,120.80,15.20,12,10,23.46,0.60,714,1.50,7.78,55.02,0.51,52.60
深证100,10.98,-71.56,-70.19,327.81,20.90,14,10,27.70,0.52,1862,1.77,3.69,94.95,0.40,52.89
深证100-择时,11.27,-44.44,-34.74,117.40,15.16,14,11,22.61,0.59,841,1.45,7.59,57.94,0.50,52.61
深证中小板R,15.63,-67.15,-60.83,189.55,21.76,17,10,29.49,0.64,1053,1.89,10.24,93.53,0.53,54.94
深证中小板R-择时,10.49,-36.74,-30.74,125.92,15.13,17,12,22.04,0.56,741,1.41,7.62,49.95,0.48,53.07
巨潮大中盘,6.93,-50.28,-45.21,154.05,11.75,12,8,23.38,0.40,430,1.50,7.81,47.55,0.30,52.08
巨潮大中盘-择时,6.10,-17.58,-9.14,61.50,9.47,12,11,12.39,0.54,649,0.79,3.43,38.23,0.49,49.20
巨潮中小盘,6.82,-67.47,-50.39,196.80,10.74,10,7,26.72,0.38,116,1.71,0.39,46.53,0.26,54.39
巨潮中小盘-择时,5.17,-24.67,-24.53,91.43,8.11,10,12,15.15,0.41,705,0.97,1.63,43.09,0.34,49.92
深证中小红利,16.14,-50.47,-42.64,158.11,18.54,10,9,26.22,0.70,1232,1.68,18.54,43.56,0.62,54.09
深证中小红利-择时,7.32,-19.08,-13.96,76.50,10.41,8,16,16.06,0.52,506,1.03,5.26,44.66,0.46,50.33
